album_name,track_title,track_n,lyric,line
Midnights (The Til Dawn Edition),Snow on the beach,4,"I (I) can't (Can't) speak, afraid to jinx it",42
Midnights (The Til Dawn Edition),Snow on the beach,4,I (I) don't (Don't) even dare to wish it,43
Midnights (The Til Dawn Edition),Snow on the beach,4,But your eyes are flying saucers from another planet,44
Midnights (The Til Dawn Edition),Snow on the beach,4,Now I'm all for you like Janet,45
Midnights (The Til Dawn Edition),Snow on the beach,4,Can this be a real thing? Can it?,46
Midnights (The Til Dawn Edition),Snow on the beach,4,Are we falling like snow at the beach? (Snow at the beach),47
Midnights (The Til Dawn Edition),Snow on the beach,4,"Weird, but fuckin' beautiful",48
Midnights (The Til Dawn Edition),Snow on the beach,4,Flying in a dream (Flying in a dream),49
Midnights (The Til Dawn Edition),Snow on the beach,4,Stars by the pocketful,50
Midnights (The Til Dawn Edition),Snow on the beach,4,You wanting me (You wanting me),51
Midnights (The Til Dawn Edition),Snow on the beach,4,Tonight feels impossible,52
Midnights (The Til Dawn Edition),Snow on the beach,4,But it's comin' down,53
Midnights (The Til Dawn Edition),Snow on the beach,4,"No sound, it's all around",54
Midnights (The Til Dawn Edition),Snow on the beach,4,Like snow on the beach (Snow on the beach),55
Midnights (The Til Dawn Edition),Snow on the beach,4,Like snow on the beach (Flying in a dream),56
Midnights (The Til Dawn Edition),Snow on the beach,4,Like snow on the beach (You wanting me),57
Midnights (The Til Dawn Edition),Snow on the beach,4,"Like snow, ah",58
Midnights (The Til Dawn Edition),Snow on the beach,4,But it's comin' down,59
Midnights (The Til Dawn Edition),Snow on the beach,4,"No sound, it's all around",60
Midnights (The Til Dawn Edition),Snow on the beach,4,Like snow on the beach,61
Midnights (The Til Dawn Edition),Snow on the beach,4,"(It's comin' down, it's comin' down)",62
Midnights (The Til Dawn Edition),Snow on the beach,4,"(It's comin' down, it's comin' down)",63
Midnights (The Til Dawn Edition),Snow on the beach,4,Like snow on the beach,64
Midnights (The Til Dawn Edition),Snow on the beach,4,"(It's comin' down, it's comin' down)",65
Midnights (The Til Dawn Edition),Snow on the beach,4,"(It's comin' down, it's comin' down)",66
Midnights (The Til Dawn Edition),Snow on the beach,4,"(It's comin' down, it's comin' down)",67
Midnights (The Til Dawn Edition),Snow on the beach,4,"(It's comin' down, it's comin' down)",68
Midnights (The Til Dawn Edition),Snow on the beach,4,"(It's comin' down, it's comin' down)",69
Midnights (The Til Dawn Edition),Snow on the beach,4,"(It's comin' down, it's comin' down)",70
